School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1
I.S. 10 - QUEENS,Q,30,WATER PENETRATION,1543250,CIP,Q010,45-11 31 AVENUE,Queens,11103,QUEENS,40.759363,-73.912902,401,22,4012664,4007140001,151,QN0104,"(40.759363, -73.912902)"
P.S. 153 - BROOKLYN,K,21,COVID ELECTRICAL UPGRADE / COVID FIRE ALARM SYSTEM REPLACEMENT / COVID VENTILATION,6921000,CIP,K153,1970 HOMECREST AVENUE,Brooklyn,11229,BROOKLYN,40.601617,-73.959779,315,48,3196677,3072910030,556,BK1501,"(40.601617, -73.959779)"
I.S. 119 - QUEENS,Q,24,REPLACEMENT OF ROOF TOP AC UNITS,2567513.28,CIP,Q119,74-01 78 AVENUE,Queens,11385,QUEENS,40.704406,-73.875183,405,32,4092660,4038120020,63301,QN0503,"(40.704406, -73.875183)"
P.S. 307 - BROOKLYN,K,13,NYS AUDITORIUM UPGRADE / PATH OF TRAVEL NYS AUDITORIUM UPGRADE,889000,CIP,K307,209 YORK STREET,Brooklyn,11201,BROOKLYN,40.701343,-73.982314,302,33,3000158,3000560007,21,BK0202,"(40.701343, -73.982314)"
I.S. 653 - BROOKLYN,K,13,New,41830000,CAP,K653,491 DEAN STREET,Brooklyn,11217,BROOKLYN,40.681392,-73.973655,308,35,,,161,BK0801,"(40.681392, -73.973655)"
BARD COLLEGE HS - MANHATTAN,M,1,EXTERIOR MASONRY / PARAPETS / WASTE SYSTEM,2788678,CIP,M097,525 EAST HOUSTON STREET,Manhattan,10002,MANHATTAN,40.719029,-73.975891,103,2,1004062,1003250025,1002,MN0302,"(40.719029, -73.975891)"
P.S. 100 - BROOKLYN,K,21,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,20790000,CIP,K100,2951 WEST 3 STREET,Brooklyn,11224,BROOKLYN,40.57732,-73.971313,313,48,3196595,3072810001,35602,BK1302,"(40.57732, -73.971313)"
DISTRICT OFFICE #18 - BROOKLYN,K,18,BOILER REPLACEMENT / CLIMATE CONTROL / INTRUSION ALARM / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION,3473000,CIP,K818,1106 EAST 95 STREET,Brooklyn,11236,BROOKLYN,40.643584,-73.903479,318,46,3229624,3081820052,968,BK1803,"(40.643584, -73.903479)"
P.S. 152 - QUEENS,Q,30,ELECTRICAL WORK FOR A/C INITIATIVE,589000,CIP,Q152,33-52 62 STREET,Queens,11377,QUEENS,40.753037,-73.900123,402,25,4027102,4011840014,293,QN0203,"(40.753037, -73.900123)"
P.S. 32 - QUEENS,Q,25,LSP FY23 RESO A ROOM CONVERSION,216000,CIP,Q032,33-59 171 STREET,Queens,11358,QUEENS,40.766827,-73.794601,407,19,4000000,4052560001,1141,QN0704,"(40.766827, -73.794601)"
P.S. 20 - QUEENS,Q,25,CERTIFICATE OF OCCUPANCY / FIRE ALARM SYSTEM / MECHANICAL SYSTEMS REPAIR,9411000,CIP,Q020,142-30 BARCLAY AVENUE,Queens,11355,QUEENS,40.758689,-73.824832,407,20,4114657,4050470001,855,QN0707,"(40.758689, -73.824832)"
P.S. 273 - QUEENS,Q,27,LSP DOMESTIC WATER HEATER REPLACEMENT,142758.92,CIP,Q273,88-07 102ND STREET,Queens,11418,QUEENS,40.693606,-73.844631,409,29,4539360,4092880101,28,QN0902,"(40.693606, -73.844631)"
I.S. 348 - MANHATTAN,M,6,LOW VOLTAGE ELECTRICAL SYSTEM / PUBLIC ADDRESS SYSTEM / WATER MAIN / BACKFLOW PREVENTION,2380000,CIP,M859,512 WEST 182 STREET,Manhattan,10033,MANHATTAN,40.848925,-73.931028,112,10,1063699,1021550006,269,MN1202,"(40.848925, -73.931028)"
P.S. 8 - STATEN ISLAND,R,31,FY18 RESO A PLAYGROUNDS / PATH OF TRAVEL RESO A PLAYGROUNDS,3329000,CIP,R008,112 LINDENWOOD ROAD,Staten Island,10308,STATEN IS,40.547692,-74.151755,503,51,5066295,5052210001,15601,SI0302,"(40.547692, -74.151755)"
P.S. 37 - BRONX,X,10,FY20 RESO A IPDVS CAMERA INSTALLATION,229995,CIP,X037,360 W 230TH STREET,Bronx,10463,BRONX,40.880263,-73.910466,208,11,2097990,2057160725,29302,BX0803,"(40.880263, -73.910466)"
K373 SPED - BROOKLYN,K,14,FIRE ALARM SYSTEM REPLACEMENT / FULL PROGRAM ACCESSIBILITY,15049000,CIP,K148,185 ELLERY STREET,Brooklyn,11206,BROOKLYN,40.698869,-73.945042,303,36,3048352,3017260014,257,BK0301,"(40.698869, -73.945042)"
I.S. 54 - MANHATTAN,M,3,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6728000,CIP,M054,103 WEST 107 STREET,Manhattan,10025,MANHATTAN,40.800119,-73.962837,107,7,1055990,1018620011,193,MN0703,"(40.800119, -73.962837)"
P.S. 72 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,139260,CIP,X072,2951 DEWEY AVENUE,Bronx,10465,BRONX,40.822604,-73.818247,210,13,2077162,2054400001,158,BX1002,"(40.822604, -73.818247)"
P.S. 122 - QUEENS,Q,30,LOW VOLTAGE ELECTRICAL SYSTEM,1100000,CIP,Q122,21-21 DITMARS BOULEVARD,Queens,11105,QUEENS,40.780347,-73.916655,401,22,4019633,4008800001,103,QN0101,"(40.780347, -73.916655)"
NEW BRIDGES,K,17,COVID VENTILATION,5060000,CIP,K167,1025 EASTERN PARKWAY,Brooklyn,11213,BROOKLYN,40.669001,-73.934635,308,35,3037303,3013890035,35301,BK0802,"(40.669001, -73.934635)"
P.S. 9 - MANHATTAN,M,3,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / RPZ BACKFLOW PREVENTION DEVICES,6717000,CIP,M009,100 WEST 84 STREET,Manhattan,10024,MANHATTAN,40.785287,-73.97343,107,6,1032119,1012140029,169,MN0702,"(40.785287, -73.97343)"
P.S. 151 - QUEENS,Q,30,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,34230,CIP,Q151,50-05 31 AVENUE,Queens,11377,QUEENS,40.757499,-73.908898,401,26,4014094,4007520001,163,QN0104,"(40.757499, -73.908898)"
3K CENTER @ 1972 BROADWAY - MANHATTAN,M,3,Lease,16555000,CAP,M514,1972 BROADWAY,Manhattan,10023,MANHATTAN,40.774373,-73.9822,107,6,1028840,1011387501,15302,MN0701,"(40.774373, -73.9822)"
P.S. @ PARCEL C - QUEENS,Q,30,Demo,18700000,CAP,Q341,1-50 54 AVENUE,Queens,11101,QUEENS,40.74092,-73.960063,402,26,,,101,QN0201,"(40.74092, -73.960063)"
NEWCOMERS HIGH SCHOOL - Q,Q,30,RPZ VALVES,389000,CIP,Q450,28-01 41ST AVENUE,Queens,11101,QUEENS,40.751356,-73.937445,401,26,4004874,4004040001,3301,QN0105,"(40.751356, -73.937445)"
P.S. / I.S. 498 - BRONX,X,11,FY18 RESO A AUDITORIUM UPGRADE,71550,CIP,X498,1640 BRONXDALE AVENUE,Bronx,10462,BRONX,40.84473,-73.858207,211,13,2116414,2040910001,244,BX1102,"(40.84473, -73.858207)"
P.S. 333 - QUEENS,Q,27,EXTERIOR MASONRY / PARAPETS / ROOFS,8331000,CIP,Q198,3-65 BEACH 56 STREET,Queens,11692,QUEENS,40.593967,-73.786182,414,31,4301929,4158940011,97204,QN1402,"(40.593967, -73.786182)"
I.S. 291 - BROOKLYN,K,32,IDA GYM FLOOR REPLACEMENT,566000,CIP,K291,231 PALMETTO STREET,Brooklyn,11221,BROOKLYN,40.695362,-73.915142,304,37,3076460,3033430001,433,BK0402,"(40.695362, -73.915142)"
P.S. 164 - QUEENS,Q,25,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,15549000,CIP,Q164,138-01 77 AVENUE,Queens,11367,QUEENS,40.720924,-73.823362,408,24,4142980,4066060002,77902,QN0801,"(40.720924, -73.823362)"
QUEENS TECH HS - Q,Q,24,LSP DOMESTIC WATER HEATER REPLACEMENT,12902.12,CIP,Q600,37-02 47 AVENUE,Queens,11101,QUEENS,40.742205,-73.928219,402,26,4003259,4002280020,189,QN0202,"(40.742205, -73.928219)"
AUGUST MARTIN HS - QUEENS,Q,27,ATHLETIC FIELD UPGRADE / FIELD HOUSE / PATH OF TRAVEL ATHLETIC FIELD UPGRADE,43650000,CIP,Q401,156-10 BAISLEY BOULEVARD,Queens,11434,QUEENS,40.675633,-73.783342,412,28,4265978,4122610001,294,QN1204,"(40.675633, -73.783342)"
P.S. 14 - QUEENS,Q,24,FY23 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION,378000,CIP,Q014,107-01 OTIS AVENUE,Queens,11368,QUEENS,40.74056,-73.854131,404,21,4437311,4019540037,439,QN0402,"(40.74056, -73.854131)"
P.S. 131 - QUEENS,Q,29,LSP- VACUUM PUMP REPLACEMENT,42362.2,CIP,Q131,170-21 84TH AVENUE,Queens,11432,QUEENS,40.716609,-73.794666,408,24,4620845,4098750001,456,QN0805,"(40.716609, -73.794666)"
P.S. 15 - QUEENS,Q,29,IPDVS CAMERA INSTALLATION,689500,CIP,Q015,121-15 LUCAS STREET,Queens,11413,QUEENS,40.686047,-73.757423,412,27,4273142,4126720001,376,QN1205,"(40.686047, -73.757423)"
I.S. 303 - BROOKLYN,K,21,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,11000000,CIP,K303,501 WEST AVENUE,Brooklyn,11224,BROOKLYN,40.5825,-73.973122,313,47,3196292,3072500025,354,BK1302,"(40.5825, -73.973122)"
P.S. 15 - BRONX,X,10,EXTERIOR MASONRY / ROOFS,4225000,CIP,X015,2195 ANDREWS AVENUE,Bronx,10453,BRONX,40.85881,-73.909746,207,14,2096013,2032240009,255,BX0701,"(40.85881, -73.909746)"
P.S. @ 101-11 104 STREET - QUEENS,Q,27,Lease,11109978,CAP,Q509,101-11 104 STREET,Queens,11416,QUEENS,40.685929,-73.838894,409,29,4198431,4094220001,112,QN0904,"(40.685929, -73.838894)"
J.H.S. 50 - BROOKLYN,K,14,STRUCTURAL DEFECTS,293000,CIP,K050,183 SOUTH 3 STREET,Brooklyn,11211,BROOKLYN,40.711704,-73.960275,301,34,3063128,3024190001,523,BK0102,"(40.711704, -73.960275)"
P.S. / I.S. 498 - BRONX,X,11,EXTERIOR MASONRY / PARAPETS,2449000,CIP,X498,1640 BRONXDALE AVENUE,Bronx,10462,BRONX,40.84473,-73.858207,211,13,2116414,2040910001,244,BX1102,"(40.84473, -73.858207)"
P.S. 284 - BROOKLYN,K,23,CHARTER MATCH BATHROOM UPGRADE,422000,CIP,K284,213 OSBORN STREET,Brooklyn,11212,BROOKLYN,40.667377,-73.908214,316,41,3081460,3035440135,912,BK1602,"(40.667377, -73.908214)"
P.S. 184 - BROOKLYN,K,23,ELECTRICAL WORK FOR A/C INITIATIVE,14432,CIP,K184,273 NEWPORT STREET,Brooklyn,11212,BROOKLYN,40.659966,-73.904901,316,41,3082391,3036060001,918,BK1602,"(40.659966, -73.904901)"
BERGTRAUM HS - MANHATTAN,M,2,LSP- CEILING AND LIGHTING UPGRADE,280031.02,CIP,M520,411 PEARL STREET,Manhattan,10038,MANHATTAN,40.711442,-74.000851,101,1,1001388,1001130100,2901,MN0102,"(40.711442, -74.000851)"
P.S. 250 - BROOKLYN,K,14,FY19 RESO A MULTIMEDIA CENTER / PATH OF TRAVEL RESO A MULTIMEDIA CENTER,401338,CIP,K250,108 MONTROSE AVENUE,Brooklyn,11206,BROOKLYN,40.707104,-73.945475,301,34,3071199,3030600001,505,BK0104,"(40.707104, -73.945475)"
P.S. 41 - QUEENS,Q,26,Addition,50308019,CAP,Q041,34-06 214 LANE,Queens,11361,QUEENS,40.769875,-73.770692,411,19,4135975,4061210001,1093,QN1102,"(40.769875, -73.770692)"
P.S. 40 - MANHATTAN,M,2,FY22 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,599607,CIP,M040,320 EAST 20 STREET,Manhattan,10003,MANHATTAN,40.735751,-73.981655,106,2,1020513,1009250012,64,MN0602,"(40.735751, -73.981655)"
I.S. 73 - QUEENS,Q,24,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7810000,CIP,Q073,70-02 54 AVENUE,Queens,11378,QUEENS,40.729215,-73.893624,405,30,4058611,4025030031,49302,QN0501,"(40.729215, -73.893624)"
P.S. 722 (OTC) - STATEN ISLAND,R,75,Demo,9573773,CAP,R722,155 TOMPKINS AVENUE,Staten Is,10304,STATEN IS,40.620534,-74.077266,501,49,5013955,5005340075,27,SI0102,"(40.620534, -74.077266)"
BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY - K,K,16,IPDVS CAMERA INSTALLATION,410500,CIP,K987,1396 BROADWAY,Brooklyn,11221,BROOKLYN,40.688831,-73.920906,303,41,3039676,3014820001,375,BK0302,"(40.688831, -73.920906)"
HIGHBRIDGE ADVISORY COUNCIL - BRONX,X,9,ACS EARLY LEARN LEASE IMPROVEMENT / ACS EARLY LEARN PATH OF TRAVEL,2137137,CIP,XAIN,1181 NELSON AVENUE,Bronx,10452,BRONX,40.837232,-73.925706,204,16,2003301,2025160051,199,BX0402,"(40.837232, -73.925706)"
3K CENTER @ 129 VAN BRUNT STREET - BROOKLYN,K,15,Lease,14157000,CAP,K447,129 VAN BRUNT STREET,Brooklyn,11231,BROOKLYN,40.68417,-74.00556,306,39,3004598,3003470004,51,BK0601,"(40.68417, -74.00556)"
BARD COLLEGE HS - MANHATTAN,M,1,FY18 RESO A AUDITORIUM  UPGRADE,51812,CIP,M097,525 EAST HOUSTON STREET,Manhattan,10002,MANHATTAN,40.719029,-73.975891,103,2,1004062,1003250025,1002,MN0302,"(40.719029, -73.975891)"
NEW DORP HS - STATEN ISLAND,R,31,SCIENCE LAB UPGRADES,2646708,CIP,R435,465 NEW DORP LANE,Staten Island,10306,STATEN IS,40.569393,-74.107737,502,50,5055367,5039300010,11204,SI9592,"(40.569393, -74.107737)"
P.S. 219 - BROOKLYN,K,18,BOILER REPLACEMENT,3256000,CIP,K860,9517 KINGS HIGHWAY,Brooklyn,11212,BROOKLYN,40.65911,-73.920368,317,41,3101218,3046500015,886,BK1704,"(40.65911, -73.920368)"
3K CENTER @ 36-31 38 STREET - QUEENS,Q,30,Lease,11988000,CAP,Q447,36-31 38TH STREET,Queens,11101,QUEENS,40.753292,-73.924684,401,26,4314400,4006650010,157,QN0104,"(40.753292, -73.924684)"
Q009 SPED - QUEENS,Q,24,FY18 RESO A PLAYGROUNDS,80000,CIP,Q009,58-74 57 STREET,Queens,11378,QUEENS,40.718935,-73.912208,405,30,4059130,4026310106,53501,QN0501,"(40.718935, -73.912208)"
P.S. 346 - BROOKLYN,K,19,EXTERIOR MASONRY / PARAPETS,11925525,CIP,K346,1400 PENNSYLVANIA AVENUE,Brooklyn,11239,BROOKLYN,40.64726,-73.881114,305,42,3098294,3044520025,105804,BK0504,"(40.64726, -73.881114)"
P.S. 43 - QUEENS,Q,27,AIR CONDITIONING SPLIT SYSTEM / CLIMATE CONTROL / EXTERIOR MASONRY / WINDOWS,14084000,CIP,Q043,160 BEACH 29TH STREET,Queens,11691,QUEENS,40.593834,-73.76174,414,31,4467711,4158200001,99802,QN1401,"(40.593834, -73.76174)"
J.H.S. 216 - QUEENS,Q,26,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,17200000,CIP,Q216,64-20 175 STREET,Queens,11365,QUEENS,40.737517,-73.794031,408,24,4149078,4069030001,1341,QN0803,"(40.737517, -73.794031)"
P.S. 95 - BROOKLYN,K,21,FY21 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,2615000,CIP,K095,345 VAN SICKLEN STREET,Brooklyn,11223,BROOKLYN,40.595698,-73.97518,315,44,3192661,3071230066,398,BK1501,"(40.595698, -73.97518)"
P.S. 134 - QUEENS,Q,29,EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / PARAPETS / WATER PENETRATION,24888000,CIP,Q134,203-02 109TH AVENUE,Queens,11412,QUEENS,40.70799,-73.755269,412,27,4440330,4109060001,508,QN1206,"(40.70799, -73.755269)"
P.S. 188 - MANHATTAN,M,1,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,67450,CIP,M188,442 EAST HOUSTON STREET,Manhattan,10009,MANHATTAN,40.719598,-73.977904,103,2,1004349,1003560100,20,MN0303,"(40.719598, -73.977904)"
P.S. 130 - BRONX,X,8,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,5273474.75,CIP,X130,750 PROSPECT AVENUE,Bronx,10455,BRONX,40.817721,-73.902421,202,17,2005168,2026880001,85,BX0202,"(40.817721, -73.902421)"
HERBERT H. LEHMAN HS - X,X,8,VENTILATION @ X405,16480000,CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461,BRONX,40.840733,-73.838685,210,13,2074045,2053680001,194,BX1002,"(40.840733, -73.838685)"
I.S. @ 47-10 BARNETT AVENUE - QUEENS,Q,30,New,68887000,CAP,Q429,47-10 BARNETT AVENUE,Queens,11104,QUEENS,40.750017,-73.915867,402,26,4000846,4001250010,169,QN0202,"(40.750017, -73.915867)"
P.S. 134 - MANHATTAN,M,1,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,24777000,CIP,M134,293 EAST BROADWAY,Manhattan,10002,MANHATTAN,40.71457,-73.983724,103,1,1003736,1002880015,202,MN0302,"(40.71457, -73.983724)"
P.S. 211 - BRONX,X,12,PATH OF TRAVEL SCHOOL BASED HEALTH CLINIC / STH- SBHC,3111000,CIP,X193,1919 PROSPECT AVENUE,Bronx,10457,BRONX,40.843546,-73.889755,206,15,2094582,2029510032,36901,BX0602,"(40.843546, -73.889755)"
BROOKLYN TECH HS - K,K,13,FY18 RESO A SCIENCE LAB UPGRADES,1370000,CIP,K430,29 FT GREENE PLACE,Brooklyn,11217,BROOKLYN,40.688834,-73.976905,302,35,3058752,3020980013,33,BK0203,"(40.688834, -73.976905)"
JILL CHAIFETZ TRANSFER HIGH SCHOOL - BRONX,X,7,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS,3967500,CIP,X184,778 FOREST AVENUE,Bronx,10456,BRONX,40.819006,-73.905869,201,17,2004690,2026550030,77,BX0102,"(40.819006, -73.905869)"
P.S. 217 - BROOKLYN,K,22,FY17 RESO A PLAYGROUND REDEVELOPMENT,647496,CIP,K217,1100 NEWKIRK AVENUE,Brooklyn,11230,BROOKLYN,40.63398,-73.966558,314,45,3121072,3052320001,526,BK1402,"(40.63398, -73.966558)"
P.S. 46 - STATEN ISLAND,R,31,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,1053731.65,CIP,R046,41 REID AVENUE,Staten Island,10305,STATEN IS,40.59377,-74.08058,502,50,5047613,5032430001,64,SI0201,"(40.59377, -74.08058)"
P.S. 232 - QUEENS,Q,27,EXTERIOR MASONRY / LOW-VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER / PLANYC CLIMATE CONTROL / WATER INILTRATION,15528000,CIP,Q232,153-23 83 STREET,Queens,11414,QUEENS,40.665909,-73.851216,410,32,4247454,4114450001,6202,QN1003,"(40.665909, -73.851216)"
P.S. 155 - BROOKLYN,K,23,CRACKED MASONRY / DOMESTIC PIPING / ELECTRICAL SYSTEMS / HEATING PLANT UPGRADE / ROOF LEAKS / WATER INFILTRATION / WINDOWS,20470000,CIP,K155,1355 HERKIMER STREET,Brooklyn,11233,BROOKLYN,40.677415,-73.908734,316,37,3042263,3015520043,369,BK1601,"(40.677415, -73.908734)"
I.S. 125 - QUEENS,Q,24,FLOORING REPLACEMENT,2670000,CIP,Q125,46-02 47 AVENUE,Queens,11377,QUEENS,40.741131,-73.918945,402,26,4052874,4022840006,23502,QN0202,"(40.741131, -73.918945)"
RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HS -,R,31,LSP VENTILATION/DUST COLLECTION SYSTEM,79200,CIP,R600,101 BELMONT PLACE,Staten Island,10301,STATEN IS,40.642573,-74.079591,501,49,5000314,5000190004,9,SI0101,"(40.642573, -74.079591)"
NEW BRIDGES,K,17,STANDALONE GYM ANNEX,8828000,CIP,K474,272 SCHENECTADY AVENUE,Brooklyn,11213,BROOKLYN,40.66967,-73.93383,308,35,3000000,3013890035,35301,BK0802,"(40.66967, -73.93383)"
PARK EAST HS - MANHATTAN,M,4,RPZ BACKFLOW PREVENTION DEVICES,546825,CIP,M495,230 EAST 105 STREET,Manhattan,10029,MANHATTAN,40.790543,-73.944356,111,8,1075643,1016540033,170,MN1101,"(40.790543, -73.944356)"
I.S. 2 - BROOKLYN,K,17,IPDVS CAMERA INSTALLATION,306000,CIP,K002,655 PARKSIDE AVENUE,Brooklyn,11226,BROOKLYN,40.656183,-73.951583,309,40,3378201,3050500051,802,BK0902,"(40.656183, -73.951583)"
P.S. 115 - BROOKLYN,K,18,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,4770899,CIP,K115,1500 EAST 92 STREET,Brooklyn,11236,BROOKLYN,40.635015,-73.897262,318,46,3232559,3082560001,1008,BK1803,"(40.635015, -73.897262)"
P.S. 105 - QUEENS,Q,27,EXTERIOR MASONRY / ROOFS,4485000,CIP,Q105,420 BEACH 51 STREET,Queens,11691,QUEENS,40.595768,-73.781873,414,31,4302397,4159740003,97206,QN1402,"(40.595768, -73.781873)"
J.H.S. 190 - QUEENS,Q,28,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7969000,CIP,Q190,68-17 AUSTIN STREET,Queens,11375,QUEENS,40.722707,-73.851699,406,29,4075214,4031720002,71305,QN0602,"(40.722707, -73.851699)"
P.S. 43 - BRONX,X,7,FULL PROGRAM ACCESSIBILITY / ROOFS,17088000,CIP,X043,165 BROWN PLACE,Bronx,10454,BRONX,40.806351,-73.921196,201,8,2000205,2022800040,25,BX0101,"(40.806351, -73.921196)"
P.S. 35 - QUEENS,Q,29,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,10949000,CIP,Q035,191-02 90TH AVENUE,Queens,11423,QUEENS,40.713759,-73.769439,412,23,4222137,4104470007,482,QN1206,"(40.713759, -73.769439)"
I.S. 162 - BROOKLYN,K,32,LL 26-EXIT SIGNS,55103,CIP,K162,1390 WILLOUGHBY AVENUE,Brooklyn,11237,BROOKLYN,40.707229,-73.919805,304,34,3073018,3032120001,445,BK0401,"(40.707229, -73.919805)"
P.S. 4 - STATEN ISLAND,R,31,COVID VENTILATION,428884,CIP,R004,200 NEDRA LANE,Staten Island,10312,STATEN IS,40.552975,-74.194597,503,51,5079499,5060250030,17013,SI0303,"(40.552975, -74.194597)"
NEW EXPLORATIONS - M,M,1,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS,19555000,CIP,M022,111 COLUMBIA STREET,Manhattan,10002,MANHATTAN,40.718895,-73.979308,103,2,1004070,1003350001,2201,MN0302,"(40.718895, -73.979308)"
P.S. 139 - BROOKLYN,K,22,FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,648000,CIP,K139,330 RUGBY ROAD,Brooklyn,11226,BROOKLYN,40.641937,-73.965523,314,40,3328235,3051440064,1522,BK1402,"(40.641937, -73.965523)"
BENJAMIN N. CARDOZO HS - QUEENS,Q,26,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,454000,CIP,Q415,57-00 223 STREET,Queens,11364,QUEENS,40.752333,-73.75599,411,23,4161735,4075290001,138501,QN1102,"(40.752333, -73.75599)"
P.S. 45 - BROOKLYN,K,32,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7899600,CIP,K045,84 SCHAEFER STREET,Brooklyn,11207,BROOKLYN,40.686746,-73.910693,304,37,3079428,3034270011,401,BK0402,"(40.686746, -73.910693)"
P.S. 116 - QUEENS,Q,29,EXISTING BUILDING/ IPDVS UPGRADE / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/FIRE ALARM UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT-TCU REMOVAL/PLAYGROUND RENOVATION,5445971,CIP,Q116,107-25 WREN PLACE,Queens,11433,QUEENS,40.700606,-73.782302,412,27,4218416,4102500001,414,QN1202,"(40.700606, -73.782302)"
P.S. 196 - BROOKLYN,K,14,COVID CLIMATE CONTROL / COVID VENTILATION,2855000,CIP,K196,207 BUSHWICK AVENUE,Brooklyn,11206,BROOKLYN,40.708723,-73.940002,301,34,3071024,3030460001,485,BK0104,"(40.708723, -73.940002)"
P.S. 277 - BROOKLYN,K,22,EXTERIOR MASONRY / PARAPETS / ROOFS,4175000,CIP,K277,2529 GERRITSEN AVENUE,Brooklyn,11229,BROOKLYN,40.596145,-73.928793,318,46,3242369,3085900650,666,BK1891,"(40.596145, -73.928793)"
P.S. 214 - QUEENS,Q,25,LSP FY23 RESO A PLAYGROUND UPGRADE,109012.5,CIP,Q214,31-15 140 STREET,Queens,11354,QUEENS,40.770387,-73.828617,407,20,4100846,4044130020,88902,QN0707,"(40.770387, -73.828617)"
X000 - BRONX,X,8,ATHLETIC FIELD/FIELD HOUSE / DEP GREEN INFRASTRUCTURE,26498950,CIP,X451,1980 LAFAYETTE AVENUE,Bronx,10473,BRONX,40.82229,-73.856167,209,18,2022205,2036040039,16,BX0902,"(40.82229, -73.856167)"
I.S. 424 - BRONX,X,8,IPDVS CAMERA INSTALLATION,197200,CIP,X074,730 BRYANT AVENUE,Bronx,10474,BRONX,40.815455,-73.88577,202,17,2006566,2027630279,11701,BX0201,"(40.815455, -73.88577)"
J.H.S. 47 (SCH FOR THE DEAF) - M,M,2,EXTERIOR MASONRY / PARAPETS / ROOFS / RTU REPLACEMENT / WINDOWS,24733000,CIP,M047,223 EAST 23 STREET,Manhattan,10010,MANHATTAN,40.738548,-73.982455,106,2,1019775,1009040024,64,MN0602,"(40.738548, -73.982455)"
P.S. @ 639 ST ANN'S AVENUE - BRONX,X,7,New,66789000,CAP,X487,639 ST ANN'S AVENUE,Bronx,10455,BRONX,40.816532,-73.911747,201,17,2115801,2023590100,71,BX0102,"(40.816532, -73.911747)"
P.S. 114 - BRONX,X,9,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6650000,CIP,X114,1155 CROMWELL AVENUE,Bronx,10452,BRONX,40.834776,-73.923067,204,16,2003022,2024950100,6302,BX0491,"(40.834776, -73.923067)"
P.S. 155 - QUEENS,Q,27,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,9498000,CIP,Q155,130-02 115 AVENUE,Queens,11420,QUEENS,40.67956,-73.8106,410,28,4252357,4116730001,176,QN1001,"(40.67956, -73.8106)"
K372 SPED - BROOKLYN,K,15,IPDVS INSTALLATIONS,620000,CIP,K834,512 CARROLL STREET,Brooklyn,11215,BROOKLYN,40.676668,-73.985258,306,39,3007707,3004550001,11901,BK0601,"(40.676668, -73.985258)"
P.S. 54 - BRONX,X,10,FY23 RESO A IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,372000,CIP,X054,2703 WEBSTER AVENUE,Bronx,10458,BRONX,40.864527,-73.887829,207,15,2113630,2032780014,40502,BX0702,"(40.864527, -73.887829)"
