BIN,Accident Report ID,Incident Date,Record Type Description,Check2 Description,Fatality,Injury,House Number,Street Name,Borough,Block,Lot,Postcode,Latitude,Longitude,Community Board,Council District,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
3429452,43870,10/23/2024,Accident,Other Construction Related,0,1,548,UTICA AVENUE,Brooklyn,4603,1,11203,40.659935,-73.931266,309,41,3046030001,878,BK1703
1077363,43887,10/26/2024,Accident,Material Failure (Fell),0,1,712,5 AVENUE,Manhattan,1271,38,10019,40.762495,-73.975193,105,04,1012710038,104,MN0502
3322003,43883,10/25/2024,Accident,Other Construction Related,0,1,2926,WEST 25 STREET,Brooklyn,7052,14,11224,40.575048,-73.992063,313,47,3070530014,342,BK1302
4433860,43892,10/28/2024,Accident,Worker Fell,0,1,104-20,QUEENS BOULEVARD,Queens,3175,1,11375,40.72378,-73.848991,406,29,4031750001,71305,QN0602
4047330,43891,10/28/2024,Accident,Worker Fell,0,1,98-25,HORACE HARDING EXPRESSWAY,Queens,1918,90,11368,40.735687,-73.859814,404,21,4019180090,455,QN0402
1012154,43890,10/28/2024,Accident,Material Failure (Fell),0,1,90,GANSEVOORT STREET,Manhattan,643,1,10014,40.73937,-74.008776,102,03,1006430001,79,MN0203
1085694,43896,10/29/2024,Accident,Worker Fell,0,1,540,1 AVENUE,Manhattan,962,108,10016,40.742066,-73.974757,106,04,1009620108,62,MN0603
1089192,43899,10/30/2024,Accident,Worker Fell,0,1,375,WEST 207 STREET,Manhattan,2188,1,10034,40.863599,-73.916537,112,10,1021880001,299,MN1203
4623962,42663,01/08/2024,Accident,Worker Fell,0,1,88-06,161 STREET,Queens,9764,63,11432,40.707847,-73.800871,412,24,4097640063,44602,QN1201
3058215,43904,10/31/2024,Accident,Other Construction Related,0,1,71,PRINCE STREET,Brooklyn,2050,100,11201,40.695332,-73.982413,302,35,3020500100,1501,BK0202
1091823,43909,11/01/2024,Incident,Other Construction Related,0,0,3,ST MARKS PLACE,Manhattan,464,59,10003,40.729384,-73.989497,103,02,1004640059,38,MN0303
3140147,43906,10/31/2024,Incident,Other Construction Related,0,0,1443,57 STREET,Brooklyn,5692,54,11219,40.628624,-73.99358,312,44,3056920054,240,BK1202
3329436,43922,11/04/2024,Incident,Other Construction Related,0,0,380,FULTON STREET,Brooklyn,154,19,11201,40.69152,-73.987527,302,33,3001540019,37,BK0202
4003495,43901,10/30/2024,Accident,Material Failure (Fell),0,1,43-14,QUEENS STREET,Queens,266,27,11101,40.747075,-73.939149,402,26,4002660027,1902,QN0201
1035336,43900,10/30/2024,Accident,Worker Fell,0,1,50,EAST 42 STREET,Manhattan,1276,51,10017,40.752702,-73.97907000000001,105,04,1012760051,82,MN0502
1022547,43910,11/01/2024,Accident,Worker Fell,0,1,650,1 AVENUE,Manhattan,969,1,10016,40.745817,-73.972016,106,04,1009690001,8601,MN0603
1005641,43929,11/06/2024,Incident,Excavation/Soil Work,0,0,327,BROOME STREET,Manhattan,423,17,10002,40.719207,-73.993835,103,01,1004230017,18,MN0302
1079205,43927,11/05/2024,Incident,Other Construction Related,0,0,46,CLAREMONT AVENUE,Manhattan,1989,1,10027,40.810179,-73.963608,109,07,1019890001,205,MN0901
5175835,43938,11/08/2024,Incident,Scaffold/Shoring Installations,0,0,57,MAPLE TERRACE,Staten Island,4082,9,10306,40.563129,-74.099439,502,50,5040820009,12804,SI0202
3425801,43940,11/10/2024,Incident,Other Construction Related,0,0,205,VERNON AVENUE,Brooklyn,1756,7501,11206,40.695235,-73.943945,303,36,3017567501,25901,BK0301
1001096,43944,11/12/2024,Incident,Other Construction Related,0,0,21,MAIDEN LANE,Manhattan,65,6,10038,40.70926,-74.009082,101,01,1000650006,1502,MN0101
1045571,43937,10/31/2024,Notification,Other Construction Related,0,1,1233,YORK AVENUE,Manhattan,1461,21,10065,40.763195,-73.956429,108,05,1014610021,116,MN0801
4216249,43948,11/13/2024,Incident,Other Construction Related,0,0,166-36,JAMAICA AVENUE,Queens,10156,14,11432,40.705911,-73.793707,412,27,4101560014,444,QN1201
1005132,43946,11/12/2024,Incident,Scaffold/Shoring Installations,0,0,534,EAST 11 STREET,Manhattan,404,21,10009,40.728055,-73.980885,103,02,1004040021,34,MN0303
3250244,43953,11/14/2024,Incident,Other Construction Related,0,0,99,ASTER COURT,Brooklyn,8955,114,11229,40.595917,-73.929373,315,46,3089550114,628,BK1503
2130757,43810,10/07/2024,Accident,Worker Fell,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
4112161,42831,02/15/2024,Accident,Worker Fell,0,1,35-18,LEAVITT STREET,Queens,4960,27,11354,40.764459,-73.828892,407,20,4049600027,869,QN0707
3429621,43404,06/20/2024,Incident,Excavation/Soil Work,0,0,875,ERSKINE STREET,Brooklyn,4586,495,11239,40.655529,-73.867753,305,42,3045867506,107001,BK0504
3429519,43062,04/03/2024,Accident,Other Construction Related,0,1,20,VITAL AVENUE,Brooklyn,4586,470,11239,40.654576,-73.867067,305,42,3045860470,107001,BK0504
3429519,42745,01/24/2024,Accident,Worker Fell,0,1,20,VITAL AVENUE,Brooklyn,4586,470,11239,40.654576,-73.867067,305,42,3045860470,107001,BK0504
3128660,43603,08/07/2024,Accident,Excavation/Soil Work,0,1,4609,16 AVENUE,Brooklyn,5437,106,11204,40.632598,-73.983874,312,44,3054370001,476,BK1202
2130757,43520,07/17/2024,Accident,Worker Fell,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
2130757,43285,05/22/2024,Notification,Other Construction Related,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
4618910,43385,06/15/2024,Incident,Other Construction Related,0,0,35-32,LEAVITT STREET,Queens,4960,29,11354,40.76438,-73.828871,407,20,4049600029,869,QN0707
4618910,43880,10/25/2024,Accident,Worker Fell,0,1,35-32,LEAVITT STREET,Queens,4960,29,11354,40.76438,-73.828871,407,20,4049600029,869,QN0707
4624163,43587,08/02/2024,Accident,Worker Fell,0,1,131-02 B,40 ROAD,Queens,5066,150,11354,40.755575,-73.836625,407,20,4050667508,871,QN0707
3429621,42925,03/07/2024,Incident,Worker Fell,0,1,875,ERSKINE STREET,Brooklyn,4586,495,11239,40.655529,-73.867753,305,42,3045867506,107001,BK0504
2130757,43301,05/28/2024,Accident,Mechanical Construction Equipment,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
1091791,43601,08/06/2024,Accident,Other Construction Related,0,1,205,EAST 110 STREET,Manhattan,1660,1,10029,40.793971,-73.942403,111,08,1016607503,180,MN1102
1052455,43575,08/01/2024,Accident,Worker Fell,0,1,2005,3 AVENUE,Manhattan,1660,1,10029,40.794223,-73.942732,111,08,1016607503,180,MN1102
2130757,43378,06/14/2024,Accident,Worker Fell,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
3428817,42726,01/19/2024,Accident,Worker Fell,0,1,268,BARBEY STREET,Brooklyn,3964,8,11207,40.676365,-73.888452,305,37,3039647501,1198,BK0502
2130757,43387,06/16/2024,Accident,Other Construction Related,0,1,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
2130757,43569,07/31/2024,Incident,Other Construction Related,0,0,1351,JEROME AVENUE,Bronx,2856,141,10452,40.839368,-73.918501,204,16,2028560011,219,BX0403
3861463,43796,10/02/2024,Incident,Other Construction Related,0,0,721,CLINTON STREET,Brooklyn,621,1,11231,40.670372,-74.003947,306,38,3006210050,5302,BK0601
1091010,43087,04/07/2024,Incident,Mechanical Construction Equipment,0,0,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,04,1012830021,94,MN0502
1091010,42665,01/08/2024,Accident,Material Failure (Fell),0,1,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,04,1012830021,94,MN0502
1022547,43130,04/15/2024,Accident,Worker Fell,0,1,650,1 AVENUE,Manhattan,969,1,10016,40.745817,-73.972016,106,04,1009690001,8601,MN0603
3058215,43367,06/11/2024,Accident,Other Construction Related,0,1,71,PRINCE STREET,Brooklyn,2050,100,11201,40.695332,-73.982413,302,35,3020500100,1501,BK0202
1091781,43027,03/28/2024,Accident,Material Failure (Fell),0,1,32,WEST 48 STREET,Manhattan,1263,55,10036,40.757978,-73.979783,105,04,1012630055,96,MN0502
3429595,42924,03/07/2024,Accident,Worker Fell,0,1,180,ASHLAND PLACE,Brooklyn,2095,26,11217,40.689356,-73.978567,302,35,3020950026,33,BK0203
3330263,43140,04/16/2024,Incident,Mechanical Construction Equipment,0,0,395,CARROLL STREET,Brooklyn,445,11,11231,40.678428,-73.98975,306,39,3004450011,75,BK0601
3023674,43266,05/17/2024,Incident,Other Construction Related,0,0,195,15 STREET,Brooklyn,1041,7501,11215,40.66595,-73.990084,306,38,3010417501,14101,BK0602
1081137,43670,08/26/2024,Accident,Other Construction Related,0,1,14,WEST 57 STREET,Manhattan,1272,47,10019,40.763282,-73.974742,105,04,1012720047,11201,MN0502
1023724,43109,04/11/2024,Accident,Worker Fell,0,1,125,WEST 57 STREET,Manhattan,1010,15,10019,40.764727,-73.978142,105,06,1010100015,137,MN0502
3429314,43181,04/25/2024,Accident,Other Construction Related,0,1,223,LINDEN STREET,Brooklyn,3325,60,11221,40.696176,-73.916696,304,37,,433,BK0402
3429402,43795,10/02/2024,Accident,Worker Fell,0,1,570,FULTON STREET,Brooklyn,2106,35,11217,40.688373,-73.979605,302,35,3021060035,33,BK0203
3177549,42724,01/19/2024,Accident,Worker Fell,0,1,815,KINGS HIGHWAY,Brooklyn,6665,14,11223,40.606556,-73.964397,315,44,3066650014,418,BK1501
3076634,43483,07/08/2024,Incident,Other Construction Related,0,0,262,PALMETTO STREET,Brooklyn,3352,23,11221,40.695853,-73.914637,304,37,3033520023,435,BK0402
1083724,43074,04/04/2024,Incident,Material Failure (Fell),0,0,149,WEST 55 STREET,Manhattan,1008,1,10019,40.763909,-73.98021,105,06,1010080001,137,MN0502
2130961,43634,08/15/2024,Accident,Worker Fell,0,1,120,EAST 144 STREET,Bronx,2344,112,10451,40.816951,-73.929876,201,08,2023440112,6301,BX0401
3429267,42749,01/25/2024,Accident,Other Construction Related,0,1,60,CEDAR STREET,Brooklyn,3232,5,11221,40.69721,-73.927329,304,34,3032320005,423,BK0401
1048273,43232,05/08/2024,Accident,Worker Fell,0,1,150,EAST 91 STREET,Manhattan,1519,50,10128,40.782533,-73.952924,108,05,1015190050,14802,MN0802
4624057,43593,08/06/2024,Accident,Worker Fell,0,1,39-03,COLLEGE POINT BOULEVARD,Queens,4973,6,11354,40.758879,-73.834483,407,20,4049730006,871,QN0707
1083929,42941,03/11/2024,Accident,Mechanical Construction Equipment,0,4,1901,1 AVENUE,Manhattan,1669,1,10029,40.784557,-73.94378,111,08,1016690001,15602,MN1101
3185093,42894,02/29/2024,Accident,Worker Fell,1,0,2378,82 STREET,Brooklyn,6851,39,11214,40.601919,-73.987677,311,43,3068510039,298,BK1103
3144161,43499,07/11/2024,Not DOB Jurisdiction,Worker Fell,0,1,6502,5 AVENUE,Brooklyn,5818,27,11220,40.6365,-74.01928,310,47,3058180027,126,BK1001
3429585,43041,03/30/2024,Accident,Other Construction Related,0,1,424,CARROLL STREET,Brooklyn,453,1,11215,40.677884,-73.988402,306,39,3004530001,11901,BK0601
2826970,43347,06/07/2024,Accident,Worker Fell,0,1,334,EAST 176 STREET,Bronx,2892,34,10457,40.847472,-73.903209,205,15,2028920034,231,BX0502
3007199,42659,01/05/2024,Accident,Worker Fell,0,2,577,UNION STREET,Brooklyn,433,28,11215,40.678707,-73.986343,306,39,3004330028,11901,BK0601
2017263,43017,03/26/2024,Accident,Worker Fell,0,1,261,EAST 202 STREET,Bronx,3308,92,10458,40.872791,-73.884688,207,11,2033080092,413,BX0702
4623202,43426,06/25/2024,Accident,Worker Fell,0,1,35-15,19 AVENUE,Queens,814,10,11105,40.780061,-73.901942,401,22,4008140010,10701,QN0101
3332217,43170,04/22/2024,Accident,Other Construction Related,0,1,92,centre mall,Brooklyn,538,1,11231,40.674833,-74.003558,306,38,3005380001,85,BK0601
1091643,43218,05/06/2024,Accident,Mechanical Construction Equipment,0,1,310,HUDSON STREET,Manhattan,579,47,10013,40.726168,-74.007494,102,03,1005790047,37,MN0201
4001555,42888,02/28/2024,Incident,Scaffold/Shoring Installations,0,0,45-45,46 STREET,Queens,153,7,11377,40.74201,-73.918919,402,26,4001530007,23502,QN0202
1014744,43447,06/27/2024,Notification,Material Failure (Fell),0,1,143,WEST 20 STREET,Manhattan,796,13,10011,40.741786,-73.995933,104,03,1007960013,87,MN0401
2130750,43809,10/07/2024,Accident,Worker Fell,0,1,1600,GRAND AVENUE,Bronx,2865,160,10453,40.84647,-73.916753,205,14,2028650160,217,BX0501
4619459,43423,06/24/2024,Incident,Other Construction Related,0,0,23-15,44 ROAD,Queens,436,1,11101,40.748365,-73.944557,402,26,4004360001,1903,QN0201
4620885,43685,08/29/2024,Notification,Other Construction Related,0,1,26-32,JACKSON AVENUE,Queens,267,21,11101,40.747551,-73.94113,402,26,4002670021,1902,QN0201
3426897,42793,02/05/2024,Accident,Worker Fell,0,1,320,KENT AVENUE,Brooklyn,2414,26,11249,40.713782,-73.967211,301,33,3024140026,551,BK0102
1091789,43697,09/03/2024,Accident,Other Construction Related,0,1,648,WEST 48 STREET,Manhattan,1095,11,10036,40.765045,-73.996552,104,03,1010950011,12902,MN0402
4004604,43336,06/05/2024,Accident,Worker Fell,1,0,38-29,30 STREET,Queens,383,1,11101,40.75381,-73.9331,401,26,4003830001,31,QN0105
1033105,43169,04/22/2024,Accident,Worker Fell,0,1,211,WEST 84 STREET,Manhattan,1232,14,10024,40.786594,-73.976488,107,06,1012320014,171,MN0702
1000821,42944,03/11/2024,Incident,Material Failure (Fell),0,0,55,BROAD STREET,Manhattan,25,1,10004,40.705189,-74.011505,101,01,1000250001,9,MN0101
3428952,43489,07/09/2024,Accident,Worker Fell,0,1,254,EUCLID AVENUE,Brooklyn,4143,2,11208,40.682273,-73.873905,305,37,3041430002,1178,BK0501
5046953,43350,06/07/2024,Incident,Excavation/Soil Work,0,0,40,WILSON STREET,Staten Island,3191,100,10304,40.59738,-74.090833,502,50,5031910100,9601,SI0201
,43157,04/18/2024,Incident,Scaffold/Shoring Installations,0,0,14,SEAFOAN STREET,Staten Island,,,,,,,,,,
3429286,43624,08/12/2024,Accident,Worker Fell,0,1,445,5 AVENUE,Brooklyn,1011,5,11215,40.669078999999996,-73.98637,306,39,3010110005,139,BK0602
3429084,43238,05/09/2024,Incident,Excavation/Soil Work,0,0,624,METROPOLITAN AVENUE,Brooklyn,2762,14,11211,40.714156,-73.948301,301,34,3027620014,503,BK0104
1022547,43419,06/24/2024,Accident,Mechanical Construction Equipment,0,1,650,1 avenue,Manhattan,969,1,10016,40.745817,-73.972016,106,04,1009690001,8601,MN0603
1088749,43235,05/09/2024,Incident,Other Construction Related,0,0,1,MADISON AVENUE,Manhattan,853,2,10010,40.740909,-73.987947,105,02,1008530002,56,MN0501
3429327,43330,06/04/2024,Accident,Worker Fell,0,1,625,FULTON STREET,Brooklyn,2094,1,11201,40.688566,-73.980045,302,35,3020940001,33,BK0203
1050357,42883,02/28/2024,Accident,Other Construction Related,0,1,1522,1 AVENUE,Manhattan,1559,50,10075,40.772632,-73.952462,108,05,1015590001,13603,MN0803
3116905,43337,06/06/2024,Incident,Other Construction Related,0,0,158,MARTENSE STREET,Brooklyn,5090,35,11226,40.651471,-73.95386,317,40,3050900035,822,BK1701
1086331,43102,04/10/2024,Accident,Worker Fell,0,1,111,ANDES ROAD,Manhattan,1,111,10004,40.692552,-74.016281,101,01,1000010111,5,MN0191
3428952,42689,01/12/2024,Incident,Other Construction Related,0,0,254,EUCLID AVENUE,Brooklyn,4143,2,11208,40.682273,-73.873905,305,37,3041430002,1178,BK0501
1083858,43526,07/18/2024,Accident,Worker Fell,0,1,550,5 AVENUE,Manhattan,1261,36,10036,40.755626,-73.979336,105,04,1012610036,96,MN0502
1082731,43600,08/06/2024,Accident,Other Construction Related,0,1,480,SECOND AVENUE,Manhattan,934,1,10016,40.740485,-73.978998,106,02,1009340001,66,MN0603
3395377,43465,07/02/2024,Accident,Material Failure (Fell),0,1,16,DUPONT STREET,Brooklyn,2494,6,11222,40.735419,-73.95985,301,33,3024940006,56302,BK0101
1044694,43407,06/19/2024,Notification,Other Construction Related,0,1,337,EAST 64 STREET,Manhattan,1439,7503,10065,40.763336,-73.961093,108,05,1014397503,118,MN0801
1081163,43786,09/30/2024,Accident,Worker Fell,0,1,126,EAST 56 STREET,Manhattan,1310,63,10022,40.760464999999996,-73.970151,105,04,1013100063,100,MN0604
2130506,43630,08/14/2024,Accident,Other Construction Related,0,1,1223,SPOFFORD AVENUE,Bronx,2738,2,10474,40.813898,-73.890537,202,17,2027380002,9301,BX0201
4214498,42750,01/25/2024,Accident,Other Construction Related,0,1,95-25,WALTHAM STREET,Queens,10026,34,11435,40.697908,-73.807191,412,27,4100260034,208,QN1201
3109443,43015,03/26/2024,Accident,Worker Fell,0,2,3421,SNYDER AVENUE,Brooklyn,4888,33,11203,40.649186,-73.945238,317,40,3048880033,856,BK1701
3429691,42701,01/15/2024,Accident,Worker Fell,0,1,15,HANOVER PLACE,Brooklyn,161,3,11201,40.688827,-73.982454,302,33,3001610003,37,BK0202
2130685,43261,05/15/2024,Accident,Mechanical Construction Equipment,0,1,221 D,MANIDA STREET,Bronx,2777,100,10474,40.805223,-73.885975,202,17,2027770100,9302,BX0201
1083700,43469,07/01/2024,Accident,Other Construction Related,0,1,601,EAST 20 STREET,Manhattan,978,1,10010,40.732967,-73.975298,106,04,1009780001,60,MN0601
2130783,43736,09/12/2024,Accident,Other Construction Related,0,1,323,JACKSON AVENUE,Bronx,2572,3,10454,40.80723,-73.911539,201,08,2025720003,33,BX0101
3429452,43362,06/10/2024,Notification,Other Construction Related,0,1,564,UTICA AVENUE,Brooklyn,4603,1,11203,40.659655,-73.931238,309,41,,878,BK1703
1000007,43377,06/14/2024,Accident,Worker Fell,0,1,25,WATER STREET,Manhattan,5,10,10004,40.703026,-74.011202,101,01,1000050010,9,MN0101
1091731,43376,06/14/2024,Accident,Worker Fell,0,1,200,EAST 75 STREET,Manhattan,1429,45,10021,40.771548,-73.958849,108,05,1014290045,134,MN0801
3009460,42798,02/07/2024,Incident,Other Construction Related,0,0,714,5 AVENUE,Brooklyn,646,43,11215,40.660543,-73.994273,307,38,3006460043,145,BK0702
4143910,42880,02/27/2024,Incident,Excavation/Soil Work,0,0,147-27,JEWEL AVENUE,Queens,6645,55,11367,40.73072,-73.821146,408,24,4066450055,809,QN0801
1091738,43125,04/15/2024,Accident,Worker Fell,0,1,280,EAST HOUSTON STREET,Manhattan,397,58,10002,40.721627,-73.984307,103,02,1003977503,3002,MN0303
4623245,42985,03/19/2024,Accident,Worker Fell,0,1,331,BEACH 35 STREET,Queens,15825,7,11691,40.596108,-73.767699,414,31,4158250007,992,QN1401
1030865,43657,08/22/2024,Notification,Material Failure (Fell),0,0,2178,BROADWAY,Manhattan,1168,44,10024,40.782362,-73.98084,107,06,1011680044,163,MN0702
1005723,43114,04/12/2024,Accident,Other Construction Related,0,1,183,CHRYSTIE STREET,Manhattan,426,35,10002,40.721548,-73.992096,103,01,1004260035,3601,MN0302
3000603,43145,04/16/2024,Accident,Worker Fell,0,1,100,FLATBUSH AVENUE,Brooklyn,174,23,11217,40.685511,-73.978525,302,33,3001747502,39,BK0202
4623202,42848,02/20/2024,Accident,Worker Fell,0,1,35-15,19 AVENUE,Queens,814,10,11105,40.780061,-73.901942,401,22,4008140010,10701,QN0101
3429687,42658,01/05/2024,Notification,Other Construction Related,0,1,488,DEGRAW STREET,Brooklyn,424,1,11217,40.681104,-73.98843,306,39,3004240001,75,BK0601
3429813,43223,05/06/2024,Notification,Other Construction Related,0,0,880,ATLANTIC AVENUE,Brooklyn,1122,21,11238,40.681393,-73.965788,308,35,3011220021,203,BK0801
3429272,43228,05/08/2024,Incident,Other Construction Related,0,1,18,INDIA STREET,Brooklyn,2538,1,11222,40.731774,-73.9604,301,33,3025380001,565,BK0101
3330263,43435,06/26/2024,Accident,Other Construction Related,0,1,395,CARROLL STREET,Brooklyn,445,11,11231,40.678428,-73.98975,306,39,3004450011,75,BK0601
4620885,42922,03/07/2024,Accident,Worker Fell,0,1,26-32,JACKSON AVENUE,Queens,267,21,11101,40.747551,-73.94113,402,26,4002670021,1902,QN0201
4209632,43629,08/13/2024,Accident,Worker Fell,0,1,90-02,168 STREET,Queens,9796,63,11432,40.707675,-73.793344,412,27,4097960063,460,QN1201
4623357,42801,02/08/2024,Accident,Worker Fell,0,1,51-19,BEACH CHANNEL DRIVE,Queens,15843,1,11691,40.595204,-73.782638,414,31,4158430001,97204,QN1402
2817041,43106,04/11/2024,Accident,Worker Fell,0,1,1010,WASHINGTON AVENUE,Bronx,2369,10,10456,40.826343,-73.909635,203,16,2023690010,18501,BX0301
1031993,43779,09/27/2024,Incident,Other Construction Related,0,0,140,WEST 81 STREET,Manhattan,1211,50,10024,40.783767,-73.975774,107,06,1012110050,165,MN0702
3205005,43461,07/01/2024,Accident,Worker Fell,0,1,1700,JEROME AVENUE,Brooklyn,7462,67,11235,40.5873,-73.952133,315,48,3074620067,600,BK1503
2826970,42666,01/08/2024,Accident,Material Failure (Fell),0,1,334,EAST 176 STREET,Bronx,2892,34,10457,40.847472,-73.903209,205,15,2028920034,231,BX0502
1012364,43034,03/29/2024,Incident,Other Construction Related,0,0,555,WEST 24 STREET,Manhattan,696,1,10011,40.749087,-74.005396,104,03,1006960001,9901,MN0401
1079184,42846,02/19/2024,Accident,Other Construction Related,0,1,261,11 AVENUE,Manhattan,673,1,10001,40.751502,-74.005118,104,03,1006730001,9902,MN0401
4624448,43319,06/01/2024,Accident,Other Construction Related,0,1,42-14,ORCHARD STREET,Queens,265,40,11101,40.748112,-73.938769,402,26,4002650013,1902,QN0201
3429227,43772,09/25/2024,Accident,Worker Fell,0,1,65,DUPONT STREET,Brooklyn,2487,17,11222,40.735668,-73.957396,301,33,3024870017,56301,BK0101
1050357,43040,03/30/2024,Accident,Other Construction Related,0,1,1522,1 AVENUE,Manhattan,1559,50,10075,40.772632,-73.952462,108,05,1015590001,13603,MN0803
3073409,43822,10/10/2024,Incident,Scaffold/Shoring Installations,0,0,1305,MYRTLE AVENUE,Brooklyn,3228,25,11221,40.69798,-73.926326,304,34,3032280025,423,BK0401
3334941,43308,05/29/2024,Incident,Excavation/Soil Work,0,0,299,WILLOUGHBY AVENUE,Brooklyn,1911,45,11205,40.692622,-73.959122,303,33,3019110045,235,BK0301
1033105,43538,07/22/2024,Accident,Material Failure (Fell),0,1,211,WEST 84 STREET,Manhattan,1232,14,10024,40.786594,-73.976488,107,06,1012320014,171,MN0702
3338507,43706,09/05/2024,Incident,Excavation/Soil Work,0,0,1388,BUSHWICK AVENUE,Brooklyn,3438,33,11207,40.684868,-73.910025,304,37,3034380033,403,BK0402
1027184,43640,08/16/2024,Accident,Other Construction Related,0,1,755,12 AVENUE,Manhattan,1109,100,10019,40.768668,-73.995404,104,03,1011090100,13501,MN0402
1035455,42929,03/08/2024,Accident,Worker Fell,0,1,437,MADISON AVENUE,Manhattan,1285,21,10022,40.757519,-73.975827,105,04,1012850021,102,MN0502
3425949,43429,06/25/2024,Accident,Material Failure (Fell),0,1,414,VANDALIA AVENUE,Brooklyn,4452,249,11239,40.654526,-73.876642,305,42,3044520249,107001,BK0504
3429585,42688,01/12/2024,Accident,Mechanical Construction Equipment,0,1,420,CARROLL STREET,Brooklyn,453,1,11215,40.677917,-73.988488,306,39,3004530001,11901,BK0601
1036068,43704,09/05/2024,Accident,Worker Fell,0,1,470,PARK AVENUE,Manhattan,1293,37,10022,40.762123,-73.970389,105,04,1012930037,11202,MN0502
4003416,43394,06/18/2024,Incident,Mechanical Construction Equipment,0,0,31-28,NORTHERN BOULEVARD,Queens,239,111,11101,40.751719,-73.933283,401,26,4002390111,17102,QN0161
3189543,42664,01/08/2024,Accident,Worker Fell,0,1,2931,WEST 23 STREET,Brooklyn,7057,12,11224,40.57543,-73.98995,313,47,3070570012,326,BK1302
1091738,43123,04/15/2024,Accident,Worker Fell,0,1,280,EAST HOUSTON STREET,Manhattan,397,58,10002,40.721627,-73.984307,103,02,1003977503,3002,MN0303
1017122,43735,09/12/2024,Accident,Other Construction Related,0,1,200,MADISON AVENUE,Manhattan,865,14,10016,40.748528,-73.982413,105,04,1008650014,82,MN0502
4433859,42777,02/01/2024,Accident,Worker Fell,0,1,104-60,QUEENS BOULEVARD,Queens,3175,1,11375,40.723485,-73.84849,406,29,4031750001,71305,QN0602
3429402,43758,09/19/2024,Accident,Mechanical Construction Equipment,0,1,570,FULTON STREET,Brooklyn,2106,35,11217,40.688373,-73.979605,302,35,3021060035,33,BK0203
1014167,43484,07/08/2024,Accident,Worker Fell,0,1,280,8 AVENUE,Manhattan,774,1,10001,40.746043,-73.997928,104,03,1007740001,91,MN0401
3429317,43776,09/26/2024,Accident,Worker Fell,0,1,89,DEKALB AVENUE,Brooklyn,2085,15,11201,40.689883,-73.979793,302,35,,3101,BK0203
1000007,42679,01/10/2024,Accident,Worker Fell,0,1,25,WATER STREET,Manhattan,5,10,10004,40.703026,-74.011202,101,01,1000050010,9,MN0101
1084612,43035,03/29/2024,Accident,Worker Fell,0,1,59,HENRY STREET,Manhattan,280,15,10002,40.71299,-73.994939,103,01,1002800015,8,MN0301
3338402,43701,09/04/2024,Accident,Material Failure (Fell),0,1,222,TEN EYCK STREET,Brooklyn,3027,1,11206,40.710535,-73.94074,301,34,3030270001,49301,BK0104
2001029,42926,03/07/2024,Accident,Worker Fell,0,1,120,EAST 144 STREET,Bronx,2344,112,10451,40.816951,-73.929876,201,08,2023440112,6301,BX0401
1004377,43680,08/28/2024,Accident,Worker Fell,0,1,270,EAST 2 STREET,Manhattan,372,64,10009,40.720822,-73.980602,103,02,1003720064,2202,MN0303
1036511,43105,04/10/2024,Accident,Material Failure (Fell),0,1,660,LEXINGTON AVENUE,Manhattan,1310,14,10022,40.759812,-73.969957,105,04,1013100014,100,MN0604
3429395,43103,04/10/2024,Incident,Worker Fell,0,1,2971,SHELL ROAD,Brooklyn,7269,1,11224,40.580357,-73.976164,313,47,3072690001,348,BK1302
4624331,42746,01/24/2024,Accident,Worker Fell,0,1,78-29,AUSTIN STREET,Queens,3345,1,11375,40.713554,-73.834217,406,29,4033450001,76902,QN0602
1050357,42834,02/16/2024,Accident,Material Failure (Fell),0,1,1522,1 AVENUE,Manhattan,1559,50,10075,40.772632,-73.952462,108,05,1015590001,13603,MN0803
3124949,43437,06/26/2024,Accident,Other Construction Related,0,1,3914,15 AVENUE,Brooklyn,5346,43,11218,40.637832,-73.982042,312,39,3053460043,228,BK1202
4080417,42811,02/11/2024,Incident,Other Construction Related,0,0,2115,LINDEN STREET,Queens,3374,37,11385,40.708158,-73.904619,405,30,4033740037,593,QN0502
3251678,43401,06/19/2024,Accident,Worker Fell,0,1,470,KENT AVENUE,Brooklyn,2134,1,11249,40.707947,-73.968433,301,33,3021340001,547,BK0102
1088888,43216,05/06/2024,Accident,Worker Fell,0,1,124,WEST 23 STREET,Manhattan,798,7507,10011,40.743287,-73.993724,104,03,1007987507,91,MN0401
3034689,43747,09/16/2024,Accident,Worker Fell,0,1,742,MONTGOMERY STREET,Brooklyn,1312,42,11213,40.664823,-73.940496,309,35,3013120042,331,BK0901
